"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
515,"Legally Secretary","A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert",2006,1,7,"4.99",113,"14.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astound':4 'desert':21 'legal':1 'meet':15 'moos':12 'must':14 'sahara':20 'secretari':2 'shark':9 'tale':5 'woman':17"
517,"Lesson Cleopatra","A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse",2006,1,3,"0.99",167,"28.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'boy':16 'build':14 'cleopatra':2 'display':5 'emot':4 'explor':11 'lesson':1 'man':8 'manhattan':19 'must':13 'penthous':20"
518,"Liaisons Sweet","A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies",2006,1,5,"4.99",140,"15.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'bore':4 'canadian':20 'drama':5 'explor':12 'liaison':1 'must':14 'redeem':15 'rocki':21 'shark':9 'sweet':2 'waitress':17"
519,"Liberty Magnificent","A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon",2006,1,3,"2.99",138,"27.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'bore':4 'cat':11 'drama':5 'liberti':1 'magnific':2 'must':13 'sink':14 'student':8 'technic':16 'writer':17"
520,"License Weekend","A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery",2006,1,7,"2.99",91,"28.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'husband':11 'insight':4 'licens':1 'madman':16 'man':8 'monasteri':19 'must':13 'overcom':14 'stori':5 'weekend':2"
521,"Lies Treatment","A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station",2006,1,7,"4.99",147,"28.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'charact':7 'compos':19 'defeat':17 'dentist':11 'fast':5 'fast-pac':4 'first':22 'lie':1 'man':23 'moos':14 'must':16 'pace':6 'space':24 'station':25 'studi':8 'treatment':2"
529,"Lonely Elephant","A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia",2006,1,3,"2.99",67,"12.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'challeng':14 'dog':11 'eleph':2 'explor':16 'georgia':19 'intrepid':4 'lone':1 'must':13 'soviet':18 'stori':5 'student':8"
532,"Loser Hustler","A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria",2006,1,5,"4.99",80,"28.99","PG","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'butler':16 'drama':5 'feminist':11 'hustler':2 'loser':1 'must':13 'nigeria':18 'outgun':14 'robot':8 'stun':4"
535,"Love Suicides","A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House",2006,1,6,"0.99",181,"21.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'abandon':19 'brilliant':4 'dentist':16 'explor':11 'fun':20 'hous':21 'hunter':8 'love':1 'must':13 'panorama':5 'pursu':14 'suicid':2"
536,"Lovely Jingle","A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback",2006,1,3,"2.99",65,"18.99","PG","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'crocodil':8,17 'discov':15 'fanci':4 'forens':11 'jingl':2 'love':1 'must':14 'outback':20 'psychologist':12 'yarn':5"
538,"Loverboy Attacks","A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia",2006,1,7,"0.99",162,"19.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'attack':2 'bore':4 'build':14 'butler':11 'car':8 'georgia':19 'girl':16 'loverboy':1 'must':13 'soviet':18 'stori':5"
539,"Luck Opus","A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank",2006,1,7,"2.99",152,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'bore':4 'display':5 'luck':1 'moos':8 'must':13 'opus':2 'outrac':14 'shark':19 'squirrel':11 'tank':20 'teacher':16"
540,"Lucky Flying","A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat",2006,1,7,"2.99",97,"10.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'boat':24 'charact':5 'find':16 'fli':2 'forens':18 'lacklustur':4 'lucki':1 'man':13 'must':15 'psychologist':19 'shark':10 'studi':6 'u':23 'u-boat':22"
541,"Luke Mummy","A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India",2006,1,5,"2.99",74,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'ancient':20 'boy':9 'charact':5 'india':21 'luke':1 'mad':17 'mummi':2 'must':14 'redeem':15 'robot':12 'scientist':18 'studi':6 'taut':4"
542,"Lust Lock","A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert",2006,1,3,"2.99",52,"28.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'agent':17 'dentist':11 'desert':21 'fanci':4 'hunter':8 'lock':2 'lust':1 'meet':14 'must':13 'panorama':5 'sahara':20 'secret':16"
543,"Madigan Dorado","A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback",2006,1,5,"4.99",116,"20.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'charact':5 'crocodil':19 'discov':17 'dorado':2 'madigan':1 'must':16 'outback':22 'shark':10,14 'studi':6"
544,"Madison Trap","A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat",2006,1,4,"2.99",147,"11.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boat':23 'dentist':13 'inspir':6 'madison':1 'monkey':10 'must':15 'overcom':16 'pioneer':18 'reflect':7 'trap':2 'u':22 'u-boat':21"
551,"Maiden Home","A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention",2006,1,3,"4.99",138,"9.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'convent':21 'forens':16 'home':2 'kill':14 'lacklustur':4 'maiden':1 'moos':8 'must':13 'mysql':20 'psychologist':17 'saga':5 'teacher':11"
553,"Maker Gables","A Stunning Display of a Moose And a Database Administrator who must Pursue a Composer in A Jet Boat",2006,1,4,"0.99",136,"12.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':12 'boat':21 'compos':17 'databas':11 'display':5 'gabl':2 'jet':20 'maker':1 'moos':8 'must':14 'pursu':15 'stun':4"
554,"Malkovich Pet","A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback",2006,1,6,"2.99",159,"22.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'intrepid':4 'kill':15 'malkovich':1 'must':14 'outback':20 'pet':2 'reflect':5 'shark':12 'squirrel':17 'waitress':8"
556,"Maltese Hope","A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California",2006,1,6,"4.99",127,"26.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'california':21 'conquer':17 'crocodil':10 'documentari':7 'explor':19 'fast':5 'fast-pac':4 'hope':2 'maltes':1 'must':16 'pace':6 'sumo':13 'wrestler':14"
559,"Married Go","A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert",2006,1,7,"2.99",114,"22.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'desert':21 'dog':11 'face':14 'fanci':4 'forens':16 'go':2 'marri':1 'must':13 'psychologist':17 'sahara':20 'stori':5 'woman':8"
562,"Masked Bubble","A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft",2006,1,6,"0.99",151,"12.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'abandon':19 'boat':11 'bubbl':2 'documentari':5 'fanci':4 'mask':1 'mine':20 'must':13 'pioneer':8,16 'pursu':14 'shaft':21"
564,"Massage Image","A Fateful Drama of a Frisbee And a Crocodile who must Vanquish a Dog in The First Manned Space Station",2006,1,4,"2.99",161,"11.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'crocodil':11 'dog':16 'drama':5 'fate':4 'first':19 'frisbe':8 'imag':2 'man':20 'massag':1 'must':13 'space':21 'station':22 'vanquish':14"
565,"Matrix Snowman","A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California",2006,1,6,"4.99",56,"9.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'action':5 'action-pack':4 'california':20 'matrix':1 'must':15 'overcom':16 'pack':6 'saga':7 'snowman':2 'student':18 'woman':10,13"
566,"Maude Mod","A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria",2006,1,6,"0.99",72,"20.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'astronaut':17 'beauti':4 'cat':12 'documentari':5 'forens':8 'maud':1 'mod':2 'must':14 'nigeria':19 'psychologist':9 'reach':15"
568,"Memento Zoolander","A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert",2006,1,4,"4.99",77,"11.99","NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'chef':17 'desert':21 'epistl':5 'explor':11 'memento':1 'must':13 'pastri':16 'redeem':14 'sahara':20 'squirrel':8 'touch':4 'zooland':2"
570,"Mermaid Insects","A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California",2006,1,5,"4.99",104,"20.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'california':18 'drama':5 'fight':14 'husband':11,16 'insect':2 'lacklustur':4 'mermaid':1 'must':13 'waitress':8"
572,"Metropolis Coma","A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory",2006,1,4,"2.99",64,"9.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':9 'baloon':21 'chef':13 'coma':2 'confront':16 'databas':8 'emot':4 'factori':22 'metropoli':1 'must':15 'pastri':12 'saga':5 'teacher':18"
576,"Mighty Luck","A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention",2006,1,7,"2.99",122,"13.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'administr':18 'astound':4 'convent':22 'databas':17 'epistl':5 'escap':15 'luck':2 'mad':8 'mighti':1 'must':14 'mysql':21 'pioneer':12 'scientist':9"
577,"Mile Mulan","A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention",2006,1,4,"0.99",64,"10.99","PG","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'boy':16 'cat':8 'confront':14 'convent':20 'epistl':5 'husband':11 'lacklustur':4 'mile':1 'mulan':2 'must':13 'mysql':19"
579,"Minds Truman","A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery",2006,1,3,"4.99",149,"22.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':18 'crocodil':12 'databas':17 'mad':8 'mind':1 'monasteri':21 'must':14 'outgun':15 'scientist':9 'taut':4 'truman':2 'yarn':5"
583,"Mission Zoolander","A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House",2006,1,3,"4.99",164,"26.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'abandon':21 'fun':22 'hous':23 'intrepid':4 'meet':15 'mission':1 'must':14 'shark':18 'stori':5 'sumo':8 'teacher':12 'wrestler':9 'zooland':2"
584,"Mixed Doors","A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India",2006,1,6,"2.99",180,"26.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ancient':18 'door':2 'drama':5 'india':19 'lumberjack':11 'mix':1 'must':13 'pioneer':16 'succumb':14 'taut':4 'woman':8"
586,"Mockingbird Hollywood","A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin",2006,1,4,"0.99",60,"27.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'berlin':18 'car':11 'compos':16 'hollywood':2 'man':8 'mockingbird':1 'must':13 'panorama':5 'sink':14 'thought':4"
587,"Mod Secretary","A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans",2006,1,6,"4.99",77,"20.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'bore':4 'build':15 'cat':12 'cow':9 'documentari':5 'lumberjack':17 'mad':8 'mod':1 'must':14 'new':19 'orlean':20 'secretari':2"
588,"Model Fish","A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia",2006,1,4,"4.99",175,"11.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'australia':18 'beauti':4 'boat':8 'crocodil':11 'dog':16 'fish':2 'model':1 'must':13 'outrac':14 'panorama':5"
591,"Monsoon Cause","A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat",2006,1,6,"4.99",182,"20.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'astound':4 'boat':21 'car':11 'caus':2 'crocodil':8 'monsoon':1 'must':13 'outrac':14 'squirrel':16 'tale':5 'u':20 'u-boat':19"
592,"Monster Spartacus","A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia",2006,1,6,"2.99",107,"28.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'australia':20 'cat':13 'fast':5 'fast-pac':4 'fight':16 'girl':18 'monster':1 'must':15 'pace':6 'spartacus':2 'stori':7 'waitress':10"
595,"Moon Bunch","A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory",2006,1,7,"0.99",83,"20.99","PG","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'astronaut':8 'baloon':20 'beauti':4 'bunch':2 'cat':17 'challeng':15 'cow':12 'factori':21 'mad':11 'moon':1 'must':14 'tale':5"
596,"Moonshine Cabin","A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat",2006,1,4,"4.99",171,"25.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'astronaut':8 'boat':20 'cabin':2 'chase':14 'display':5 'feminist':11 'frisbe':16 'jet':19 'moonshin':1 'must':13 'thought':4"
600,"Motions Details","A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House",2006,1,5,"0.99",166,"16.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'abandon':21 'awe':5 'awe-inspir':4 'car':18 'detail':2 'dog':10 'fun':22 'hous':23 'inspir':6 'kill':16 'motion':1 'must':15 'reflect':7 'student':13"
602,"Mourning Purple","A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans",2006,1,5,"0.99",146,"14.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'chase':14 'display':5 'lacklustur':4 'lumberjack':11 'mourn':1 'must':13 'new':18 'orlean':19 'pioneer':16 'purpl':2 'waitress':8"
603,"Movie Shakespeare","A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin",2006,1,6,"4.99",53,"27.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'berlin':19 'build':15 'databas':8 'display':5 'hunter':17 'insight':4 'movi':1 'must':14 'shakespear':2 'student':12"
604,"Mulan Moon","A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon",2006,1,4,"0.99",160,"10.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':19 'dentist':16 'emot':4 'moon':2 'mulan':1 'must':13 'overcom':14 'pioneer':11 'saga':5 'woman':8"
605,"Mulholland Beast","A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat",2006,1,7,"2.99",157,"13.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'battl':16 'beast':2 'boat':23 'display':7 'husband':10 'inspir':6 'jet':22 'mulholland':1 'must':15 'squirrel':13 'sumo':18 'wrestler':19"
606,"Mummy Creatures","A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia",2006,1,3,"0.99",160,"15.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'australia':19 'charact':5 'creatur':2 'crocodil':9 'dentist':17 'fate':4 'meet':15 'monkey':12 'mummi':1 'must':14 'studi':6"
608,"Murder Antitrust","A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention",2006,1,6,"2.99",166,"11.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'administr':12 'antitrust':2 'boy':17 'brilliant':4 'car':8 'convent':21 'databas':11 'escap':15 'murder':1 'must':14 'mysql':20 'yarn':5"
610,"Music Boondock","A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station",2006,1,7,"0.99",129,"17.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astronaut':11 'battl':14 'boondock':2 'butler':8 'explor':16 'first':19 'man':20 'music':1 'must':13 'space':21 'station':22 'tale':5 'thrill':4"
611,"Musketeers Wait","A Touching Yarn of a Student And a Moose who must Fight a Mad Cow in Australia",2006,1,7,"4.99",73,"17.99","PG","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'australia':19 'cow':17 'fight':14 'mad':16 'moos':11 'musket':1 'must':13 'student':8 'touch':4 'wait':2 'yarn':5"
612,"Mussolini Spoilers","A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China",2006,1,6,"2.99",180,"10.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'boat':8 'china':19 'compos':16 'display':5 'meet':14 'monkey':11 'mussolini':1 'must':13 'spoiler':2 'thrill':4"
613,"Mystic Truman","A Epic Yarn of a Teacher And a Hunter who must Outgun a Explorer in Soviet Georgia",2006,1,5,"0.99",92,"19.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'epic':4 'explor':16 'georgia':19 'hunter':11 'must':13 'mystic':1 'outgun':14 'soviet':18 'teacher':8 'truman':2 'yarn':5"
614,"Name Detective","A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria",2006,1,5,"4.99",178,"11.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'cat':12 'detect':2 'mad':17 'must':14 'name':1 'nigeria':20 'pursu':15 'saga':5 'scientist':18 'sumo':8 'touch':4 'wrestler':9"
615,"Nash Chocolat","A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft",2006,1,6,"2.99",180,"21.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'abandon':21 'chocolat':2 'cow':12 'epic':4 'forens':17 'kill':15 'mad':11 'mine':22 'monkey':8 'must':14 'nash':1 'psychologist':18 'reflect':5 'shaft':23"
618,"Necklace Outbreak","A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California",2006,1,3,"0.99",132,"21.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':9 'astound':4 'california':20 'cat':18 'databas':8 'epistl':5 'mad':12 'must':15 'necklac':1 'outbreak':2 'pursu':16 'scientist':13"
621,"Network Peak","A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California",2006,1,5,"2.99",75,"23.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':11 'butler':8 'california':19 'mad':16 'must':13 'network':1 'outgun':14 'peak':2 'reflect':5 'scientist':17 'unbeliev':4"
623,"Newton Labyrinth","A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India",2006,1,4,"0.99",75,"9.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':20 'charact':5 'find':15 'india':21 'intrepid':4 'labyrinth':2 'moos':9 'must':14 'newton':1 'shark':18 'studi':6 'waitress':12"
624,"Nightmare Chill","A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft",2006,1,3,"4.99",149,"25.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'abandon':19 'brilliant':4 'butler':11 'chill':2 'display':5 'fight':14 'mine':20 'must':13 'nightmar':1 'robot':8 'shaft':21 'waitress':16"
626,"Noon Papi","A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse",2006,1,5,"2.99",57,"12.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'astronaut':13 'charact':5 'find':16 'mad':9 'manhattan':21 'must':15 'noon':1 'papi':2 'penthous':22 'pioneer':18 'scientist':10 'studi':6 'unbeliev':4"
627,"North Tequila","A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans",2006,1,4,"4.99",67,"9.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'beauti':4 'charact':5 'cow':10 'mad':9 'must':15 'new':20 'north':1 'orlean':21 'reach':16 'robot':13 'studi':6 'tequila':2 'woman':18"
632,"Nuts Ties","A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California",2006,1,5,"4.99",145,"10.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'california':18 'drama':5 'explor':8 'meet':14 'must':13 'nut':1 'teacher':16 'thought':4 'tie':2 'woman':11"
633,"October Submarine","A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat",2006,1,6,"4.99",54,"10.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'boat':20 'boy':11 'confront':14 'epistl':5 'husband':16 'jet':19 'monkey':8 'must':13 'octob':1 'submarin':2 'taut':4"
634,"Odds Boogie","A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin",2006,1,6,"0.99",48,"14.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'battl':14 'berlin':18 'boogi':2 'feminist':8 'hunter':16 'madman':11 'must':13 'odd':1 'thrill':4 'yarn':5"
635,"Oklahoma Jumanji","A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert",2006,1,7,"0.99",58,"15.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'dentist':8 'desert':20 'drama':5 'husband':16 'jumanji':2 'meet':14 'must':13 'oklahoma':1 'sahara':19 'thought':4 'woman':11"
638,"Operation Operation","A Intrepid Character Study of a Man And a Frisbee who must Overcome a Madman in Ancient China",2006,1,7,"2.99",156,"23.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'charact':5 'china':20 'frisbe':12 'intrepid':4 'madman':17 'man':9 'must':14 'oper':1,2 'overcom':15 'studi':6"
642,"Order Betrayed","A Amazing Saga of a Dog And a A Shark who must Challenge a Cat in The Sahara Desert",2006,1,7,"2.99",120,"13.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'amaz':4 'betray':2 'cat':17 'challeng':15 'desert':21 'dog':8 'must':14 'order':1 'saga':5 'sahara':20 'shark':12"
644,"Oscar Gold","A Insightful Tale of a Database Administrator And a Dog who must Face a Madman in Soviet Georgia",2006,1,7,"2.99",115,"29.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'administr':9 'databas':8 'dog':12 'face':15 'georgia':20 'gold':2 'insight':4 'madman':17 'must':14 'oscar':1 'soviet':19 'tale':5"
646,"Outbreak Divine","A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat",2006,1,6,"0.99",169,"12.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'boat':23 'databas':8 'divin':2 'must':14 'outbreak':1 'shark':18 'succumb':15 'u':22 'u-boat':21 'unbeliev':4 'woman':12 'yarn':5"
649,"Oz Liaisons","A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory",2006,1,4,"2.99",85,"14.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'cat':12 'confront':15 'epic':4 'factori':21 'liaison':2 'mad':8 'must':14 'oz':1 'scientist':9 'woman':17 'yarn':5"
650,"Pacific Amistad","A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse",2006,1,3,"0.99",144,"27.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'amistad':2 'chef':17 'dog':8 'kill':14 'manhattan':20 'moos':11 'must':13 'pacif':1 'pastri':16 'penthous':21 'thrill':4 'yarn':5"
654,"Panky Submarine","A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico",2006,1,4,"4.99",93,"19.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boy':17 'dentist':8 'documentari':5 'gulf':20 'mexico':22 'must':14 'overcom':15 'panki':1 'submarin':2 'sumo':11 'touch':4 'wrestler':12"
655,"Panther Reds","A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico",2006,1,5,"4.99",109,"22.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'brilliant':4 'gulf':19 'man':11 'mexico':21 'moos':8 'must':13 'panorama':5 'panther':1 'reach':14 'red':2 'teacher':16"
656,"Papi Necklace","A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan",2006,1,3,"0.99",128,"9.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'car':8 'display':5 'escap':14 'fanci':4 'japan':19 'monkey':11 'must':13 'necklac':2 'papi':1 'squirrel':16"
657,"Paradise Sabrina","A Intrepid Yarn of a Car And a Moose who must Outrace a Crocodile in A Manhattan Penthouse",2006,1,5,"2.99",48,"12.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'car':8 'crocodil':16 'intrepid':4 'manhattan':19 'moos':11 'must':13 'outrac':14 'paradis':1 'penthous':20 'sabrina':2 'yarn':5"
